job_id,job_title,company_name,location,salary_min_usd,salary_max_usd,tech_stack,source,description,date_posted
OGWIP_100850,Cybersecurity Analyst,CyberDyne,"Austin, TX, USA",87119,135363,"TypeScript, Angular, Firebase",USAJOBS,"We are CyberDyne, looking for a Cybersecurity Analyst based in Austin, TX, USA. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $87,119 and $135,363.",2026-08-02 18:00:00
OGWIP_100852,Product Manager,CyberDyne,Remote - EMEA,83235,103618,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are CyberDyne, looking for a Product Manager based in Remote - EMEA. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $83,235 and $103,618.",2026-08-03 14:00:00
OGWIP_100858,AI Researcher,FinTech Innovations,"Sydney, Australia",98939,137452,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are FinTech Innovations, looking for a AI Researcher based in Sydney, Australia. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $98,939 and $137,452.",2026-08-03 05:00:00
OGWIP_100863,Data Engineer,EduTech Global,"London, UK",88249,119570,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are EduTech Global, looking for a Data Engineer based in London, UK. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $88,249 and $119,570.",2026-08-04 16:00:00
OGWIP_100867,AI Researcher,Globex,"Paris, France",98343,129301,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are Globex, looking for a AI Researcher based in Paris, France. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $98,343 and $129,301.",2026-08-04 16:00:00
OGWIP_100873,NLP Engineer,AI Solutions LLC,"San Francisco, CA, USA",120600,158099,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are AI Solutions LLC, looking for a NLP Engineer based in San Francisco, CA, USA. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $120,600 and $158,099.",2026-08-04 17:00:00
OGWIP_100886,Site Reliability Engineer,FinTech Innovations,Remote - APAC,80938,109942,"TypeScript, Angular, Firebase",USAJOBS,"We are FinTech Innovations, looking for a Site Reliability Engineer based in Remote - APAC. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $80,938 and $109,942.",2026-08-02 09:00:00
OGWIP_100901,Site Reliability Engineer,European Space Agency,Remote - APAC,82741,115023,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are European Space Agency, looking for a Site Reliability Engineer based in Remote - APAC. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $82,741 and $115,023.",2026-08-02 14:00:00
OGWIP_100907,Analytics Engineer,CyberDyne,"Seattle, WA, USA",108788,174138,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are CyberDyne, looking for a Analytics Engineer based in Seattle, WA, USA. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $108,788 and $174,138.",2026-08-03 11:00:00
OGWIP_100915,Senior Software Engineer,HealthAI,Remote - US Only,134195,198423,"TypeScript, Angular, Firebase",USAJOBS,"We are HealthAI, looking for a Senior Software Engineer based in Remote - US Only. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $134,195 and $198,423.",2026-08-02 22:00:00
OGWIP_100919,Lead Data Scientist,Globex,"Paris, France",168729,228775,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are Globex, looking for a Lead Data Scientist based in Paris, France. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $168,729 and $228,775.",2026-08-05 02:00:00
OGWIP_100923,AI Researcher,NASA,"San Francisco, CA, USA",132141,168289,"TypeScript, Angular, Firebase",USAJOBS,"We are NASA, looking for a AI Researcher based in San Francisco, CA, USA. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $132,141 and $168,289.",2026-08-01 20:00:00
OGWIP_100925,NLP Engineer,Globex,"Sydney, Australia",86217,111366,"Python, Pandas, Scikit-Learn, AWS",USAJOBS,"We are Globex, looking for a NLP Engineer based in Sydney, Australia. You will work with Python, Pandas, Scikit-Learn, AWS to build scalable solutions. We offer competitive pay between $86,217 and $111,366.",2026-08-03 00:00:00
OGWIP_100927,Full Stack Developer,Umbrella Corp,"Amsterdam, Netherlands",68812,96009,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are Umbrella Corp, looking for a Full Stack Developer based in Amsterdam, Netherlands. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $68,812 and $96,009.",2026-08-02 09:00:00
OGWIP_100928,AI Researcher,Department of Defense,"Austin, TX, USA",98112,156180,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are Department of Defense, looking for a AI Researcher based in Austin, TX, USA. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $98,112 and $156,180.",2026-08-03 07:00:00
OGWIP_100929,Full Stack Developer,AI Solutions LLC,Remote - APAC,74572,121651,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are AI Solutions LLC, looking for a Full Stack Developer based in Remote - APAC. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $74,572 and $121,651.",2026-08-05 04:00:00
OGWIP_100931,Software Engineer,European Space Agency,"Amsterdam, Netherlands",73509,84805,"C++, CUDA, Computer Vision",USAJOBS,"We are European Space Agency, looking for a Software Engineer based in Amsterdam, Netherlands. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $73,509 and $84,805.",2026-08-02 09:00:00
OGWIP_100940,AI Researcher,GlobalSystems Inc,Remote - EMEA,87283,120322,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are GlobalSystems Inc, looking for a AI Researcher based in Remote - EMEA. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $87,283 and $120,322.",2026-08-03 12:00:00
OGWIP_100943,Machine Learning Engineer,Quantum Data,"Toronto, Canada",99251,133068,"TypeScript, Angular, Firebase",USAJOBS,"We are Quantum Data, looking for a Machine Learning Engineer based in Toronto, Canada. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $99,251 and $133,068.",2026-08-03 17:00:00
OGWIP_100946,Staff Engineer,Federal Bureau of Investigation,"Seattle, WA, USA",168929,278874,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are Federal Bureau of Investigation, looking for a Staff Engineer based in Seattle, WA, USA. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $168,929 and $278,874.",2026-08-04 12:00:00
OGWIP_100948,Full Stack Developer,CyberDyne,"Sydney, Australia",92023,114903,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are CyberDyne, looking for a Full Stack Developer based in Sydney, Australia. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $92,023 and $114,903.",2026-08-01 07:00:00
OGWIP_100950,Lead Data Scientist,Stark Industries,"San Francisco, CA, USA",214560,269036,"C++, CUDA, Computer Vision",USAJOBS,"We are Stark Industries, looking for a Lead Data Scientist based in San Francisco, CA, USA. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $214,560 and $269,036.",2026-08-05 00:00:00
OGWIP_100964,Frontend Developer,Quantum Data,Singapore,80208,108916,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are Quantum Data, looking for a Frontend Developer based in Singapore. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $80,208 and $108,916.",2026-08-01 02:00:00
OGWIP_100974,Analytics Engineer,FinTech Innovations,"Sydney, Australia",90844,118662,"TypeScript, Angular, Firebase",USAJOBS,"We are FinTech Innovations, looking for a Analytics Engineer based in Sydney, Australia. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $90,844 and $118,662.",2026-08-03 05:00:00
OGWIP_100976,DevOps Engineer,Initech,"London, UK",71268,86825,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are Initech, looking for a DevOps Engineer based in London, UK. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $71,268 and $86,825.",2026-08-03 05:00:00
OGWIP_100977,DevOps Engineer,Wayne Enterprises,Singapore,80705,105634,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are Wayne Enterprises, looking for a DevOps Engineer based in Singapore. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $80,705 and $105,634.",2026-08-02 09:00:00
OGWIP_100980,Staff Engineer,Umbrella Corp,"New York, NY, USA",185253,225981,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are Umbrella Corp, looking for a Staff Engineer based in New York, NY, USA. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $185,253 and $225,981.",2026-08-01 06:00:00
OGWIP_100986,Backend Developer,Wayne Enterprises,"Toronto, Canada",86325,112986,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are Wayne Enterprises, looking for a Backend Developer based in Toronto, Canada. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $86,325 and $112,986.",2026-08-03 06:00:00
OGWIP_100989,Senior Data Scientist,GlobalSystems Inc,Remote - Global,131004,205912,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are GlobalSystems Inc, looking for a Senior Data Scientist based in Remote - Global. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $131,004 and $205,912.",2026-08-04 19:00:00
OGWIP_100999,AI Researcher,EduTech Global,Remote - Global,91711,135413,"Python, Pandas, Scikit-Learn, AWS",USAJOBS,"We are EduTech Global, looking for a AI Researcher based in Remote - Global. You will work with Python, Pandas, Scikit-Learn, AWS to build scalable solutions. We offer competitive pay between $91,711 and $135,413.",2026-08-05 03:00:00
OGWIP_101000,Staff Engineer,AI Solutions LLC,Remote - EMEA,133094,155330,"C++, CUDA, Computer Vision",USAJOBS,"We are AI Solutions LLC, looking for a Staff Engineer based in Remote - EMEA. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $133,094 and $155,330.",2026-08-01 07:00:00
OGWIP_101001,Backend Developer,HealthAI,"London, UK",64936,102951,"Rust, WebAssembly, System Architecture",USAJOBS,"We are HealthAI, looking for a Backend Developer based in London, UK. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $64,936 and $102,951.",2026-08-03 03:00:00
OGWIP_101003,DevOps Engineer,Initech,Remote - US Only,73716,116901,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are Initech, looking for a DevOps Engineer based in Remote - US Only. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $73,716 and $116,901.",2026-08-01 16:00:00
OGWIP_101010,Full Stack Developer,FinTech Innovations,Remote - EMEA,73205,114180,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are FinTech Innovations, looking for a Full Stack Developer based in Remote - EMEA. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $73,205 and $114,180.",2026-08-04 07:00:00
OGWIP_101013,Product Manager,Quantum Data,"Seattle, WA, USA",114565,170971,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are Quantum Data, looking for a Product Manager based in Seattle, WA, USA. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $114,565 and $170,971.",2026-08-04 00:00:00
OGWIP_101015,Data Scientist,Stark Industries,"Bengaluru, India",41598,63956,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are Stark Industries, looking for a Data Scientist based in Bengaluru, India. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $41,598 and $63,956.",2026-08-04 05:00:00
OGWIP_101019,NLP Engineer,Federal Bureau of Investigation,"New York, NY, USA",117909,150060,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are Federal Bureau of Investigation, looking for a NLP Engineer based in New York, NY, USA. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $117,909 and $150,060.",2026-08-01 12:00:00
OGWIP_101045,Analytics Engineer,Quantum Data,Remote - US Only,74220,104290,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are Quantum Data, looking for a Analytics Engineer based in Remote - US Only. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $74,220 and $104,290.",2026-08-04 08:00:00
OGWIP_101055,DevOps Engineer,Initech,Remote - EMEA,82759,96405,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are Initech, looking for a DevOps Engineer based in Remote - EMEA. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $82,759 and $96,405.",2026-08-02 15:00:00
OGWIP_101058,Technical Program Manager,GlobalSystems Inc,"London, UK",73830,99664,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are GlobalSystems Inc, looking for a Technical Program Manager based in London, UK. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $73,830 and $99,664.",2026-08-01 06:00:00
OGWIP_101059,Backend Developer,Stark Industries,"Toronto, Canada",91778,116954,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are Stark Industries, looking for a Backend Developer based in Toronto, Canada. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $91,778 and $116,954.",2026-08-04 13:00:00
OGWIP_101063,Frontend Developer,NASA,"Amsterdam, Netherlands",68353,86064,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are NASA, looking for a Frontend Developer based in Amsterdam, Netherlands. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $68,353 and $86,064.",2026-08-01 03:00:00
OGWIP_101065,Staff Engineer,TechNova,"New York, NY, USA",175263,234339,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are TechNova, looking for a Staff Engineer based in New York, NY, USA. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $175,263 and $234,339.",2026-08-02 09:00:00
OGWIP_101066,NLP Engineer,Wayne Enterprises,"Sydney, Australia",80322,134500,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are Wayne Enterprises, looking for a NLP Engineer based in Sydney, Australia. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $80,322 and $134,500.",2026-08-01 12:00:00
OGWIP_101069,Machine Learning Engineer,CyberDyne,"London, UK",84468,124130,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are CyberDyne, looking for a Machine Learning Engineer based in London, UK. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $84,468 and $124,130.",2026-08-02 16:00:00
OGWIP_101075,Senior Data Scientist,Wayne Enterprises,"Amsterdam, Netherlands",133844,171153,"Rust, WebAssembly, System Architecture",USAJOBS,"We are Wayne Enterprises, looking for a Senior Data Scientist based in Amsterdam, Netherlands. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $133,844 and $171,153.",2026-08-02 15:00:00
OGWIP_101079,Cloud Architect,TechNova,Remote - Global,120249,183725,"Rust, WebAssembly, System Architecture",USAJOBS,"We are TechNova, looking for a Cloud Architect based in Remote - Global. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $120,249 and $183,725.",2026-08-02 21:00:00
OGWIP_101095,Frontend Developer,AI Solutions LLC,"Berlin, Germany",69020,104807,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are AI Solutions LLC, looking for a Frontend Developer based in Berlin, Germany. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $69,020 and $104,807.",2026-08-03 01:00:00
OGWIP_101104,Full Stack Developer,Umbrella Corp,"Berlin, Germany",64535,84748,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are Umbrella Corp, looking for a Full Stack Developer based in Berlin, Germany. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $64,535 and $84,748.",2026-08-04 09:00:00
OGWIP_101112,Data Engineer,Department of Defense,"Paris, France",97644,143710,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are Department of Defense, looking for a Data Engineer based in Paris, France. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $97,644 and $143,710.",2026-08-01 01:00:00
OGWIP_101113,Senior Software Engineer,Quantum Data,"Amsterdam, Netherlands",117700,171604,"Python, Pandas, Scikit-Learn, AWS",USAJOBS,"We are Quantum Data, looking for a Senior Software Engineer based in Amsterdam, Netherlands. You will work with Python, Pandas, Scikit-Learn, AWS to build scalable solutions. We offer competitive pay between $117,700 and $171,604.",2026-08-01 21:00:00
OGWIP_101120,Full Stack Developer,EduTech Global,Remote - Global,79930,125633,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are EduTech Global, looking for a Full Stack Developer based in Remote - Global. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $79,930 and $125,633.",2026-08-02 05:00:00
OGWIP_101121,Data Scientist,Globex,"Seattle, WA, USA",142519,197639,"C++, CUDA, Computer Vision",USAJOBS,"We are Globex, looking for a Data Scientist based in Seattle, WA, USA. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $142,519 and $197,639.",2026-08-01 07:00:00
OGWIP_101123,Analytics Engineer,Federal Bureau of Investigation,Remote - EMEA,76286,119289,"TypeScript, Angular, Firebase",USAJOBS,"We are Federal Bureau of Investigation, looking for a Analytics Engineer based in Remote - EMEA. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $76,286 and $119,289.",2026-08-01 05:00:00
OGWIP_101125,Data Engineer,Wayne Enterprises,"New York, NY, USA",145221,192272,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are Wayne Enterprises, looking for a Data Engineer based in New York, NY, USA. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $145,221 and $192,272.",2026-08-01 23:00:00
OGWIP_101127,Data Engineer,Quantum Data,"London, UK",84703,127519,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are Quantum Data, looking for a Data Engineer based in London, UK. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $84,703 and $127,519.",2026-08-02 02:00:00
OGWIP_101145,NLP Engineer,Department of Defense,"Berlin, Germany",66376,89095,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are Department of Defense, looking for a NLP Engineer based in Berlin, Germany. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $66,376 and $89,095.",2026-08-01 14:00:00
OGWIP_101146,Full Stack Developer,Initech,"Amsterdam, Netherlands",72998,106657,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are Initech, looking for a Full Stack Developer based in Amsterdam, Netherlands. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $72,998 and $106,657.",2026-08-02 00:00:00
OGWIP_101162,DevOps Engineer,Federal Bureau of Investigation,"Austin, TX, USA",91495,126023,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are Federal Bureau of Investigation, looking for a DevOps Engineer based in Austin, TX, USA. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $91,495 and $126,023.",2026-08-04 10:00:00
OGWIP_101171,Data Engineer,GlobalSystems Inc,"Paris, France",109093,138562,"Rust, WebAssembly, System Architecture",USAJOBS,"We are GlobalSystems Inc, looking for a Data Engineer based in Paris, France. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $109,093 and $138,562.",2026-08-04 12:00:00
OGWIP_101174,Product Manager,AI Solutions LLC,Remote - Global,82155,112782,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are AI Solutions LLC, looking for a Product Manager based in Remote - Global. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $82,155 and $112,782.",2026-08-01 06:00:00
OGWIP_101177,AI Researcher,European Space Agency,Remote - Global,87955,150223,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are European Space Agency, looking for a AI Researcher based in Remote - Global. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $87,955 and $150,223.",2026-08-01 22:00:00
OGWIP_101193,Cloud Architect,NASA,"Bengaluru, India",55578,88362,"C++, CUDA, Computer Vision",USAJOBS,"We are NASA, looking for a Cloud Architect based in Bengaluru, India. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $55,578 and $88,362.",2026-08-04 14:00:00
OGWIP_101195,Staff Engineer,European Space Agency,"Berlin, Germany",121455,153826,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are European Space Agency, looking for a Staff Engineer based in Berlin, Germany. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $121,455 and $153,826.",2026-08-01 03:00:00
OGWIP_101207,Data Scientist,EduTech Global,Remote - US Only,94464,139297,"Rust, WebAssembly, System Architecture",USAJOBS,"We are EduTech Global, looking for a Data Scientist based in Remote - US Only. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $94,464 and $139,297.",2026-08-04 14:00:00
OGWIP_101211,Backend Developer,NASA,Remote - APAC,85091,105145,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are NASA, looking for a Backend Developer based in Remote - APAC. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $85,091 and $105,145.",2026-08-04 14:00:00
OGWIP_101215,Machine Learning Engineer,Department of Defense,"San Francisco, CA, USA",133096,169333,"C++, CUDA, Computer Vision",USAJOBS,"We are Department of Defense, looking for a Machine Learning Engineer based in San Francisco, CA, USA. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $133,096 and $169,333.",2026-08-03 14:00:00
OGWIP_101220,Senior Software Engineer,Initech,"New York, NY, USA",196342,289957,"Rust, WebAssembly, System Architecture",USAJOBS,"We are Initech, looking for a Senior Software Engineer based in New York, NY, USA. You will work with Rust, WebAssembly, System Architecture to build scalable solutions. We offer competitive pay between $196,342 and $289,957.",2026-08-01 15:00:00
OGWIP_101221,Backend Developer,HealthAI,Remote - APAC,82139,119080,"Go, Kubernetes, Docker, GCP",USAJOBS,"We are HealthAI, looking for a Backend Developer based in Remote - APAC. You will work with Go, Kubernetes, Docker, GCP to build scalable solutions. We offer competitive pay between $82,139 and $119,080.",2026-08-03 03:00:00
OGWIP_101227,AI Researcher,AI Solutions LLC,"Paris, France",96690,167596,"C++, CUDA, Computer Vision",USAJOBS,"We are AI Solutions LLC, looking for a AI Researcher based in Paris, France. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $96,690 and $167,596.",2026-08-01 18:00:00
OGWIP_101242,Data Engineer,TechNova,"Berlin, Germany",79936,124209,"Ruby on Rails, Redis, Heroku",USAJOBS,"We are TechNova, looking for a Data Engineer based in Berlin, Germany. You will work with Ruby on Rails, Redis, Heroku to build scalable solutions. We offer competitive pay between $79,936 and $124,209.",2026-08-03 17:00:00
OGWIP_101243,Full Stack Developer,Globex,"Bengaluru, India",36249,49730,"TypeScript, Angular, Firebase",USAJOBS,"We are Globex, looking for a Full Stack Developer based in Bengaluru, India. You will work with TypeScript, Angular, Firebase to build scalable solutions. We offer competitive pay between $36,249 and $49,730.",2026-08-01 21:00:00
OGWIP_101245,AI Researcher,GlobalSystems Inc,"Bengaluru, India",42249,50423,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are GlobalSystems Inc, looking for a AI Researcher based in Bengaluru, India. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $42,249 and $50,423.",2026-08-02 20:00:00
OGWIP_101250,Frontend Developer,FinTech Innovations,"London, UK",68423,109260,"C++, CUDA, Computer Vision",USAJOBS,"We are FinTech Innovations, looking for a Frontend Developer based in London, UK. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $68,423 and $109,260.",2026-08-01 11:00:00
OGWIP_101251,DevOps Engineer,FinTech Innovations,"Berlin, Germany",66266,97734,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are FinTech Innovations, looking for a DevOps Engineer based in Berlin, Germany. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $66,266 and $97,734.",2026-08-04 21:00:00
OGWIP_101253,Cybersecurity Analyst,Quantum Data,"Amsterdam, Netherlands",69116,96740,"Python, Pandas, Scikit-Learn, AWS",USAJOBS,"We are Quantum Data, looking for a Cybersecurity Analyst based in Amsterdam, Netherlands. You will work with Python, Pandas, Scikit-Learn, AWS to build scalable solutions. We offer competitive pay between $69,116 and $96,740.",2026-08-04 10:00:00
OGWIP_101254,Frontend Developer,EduTech Global,"Seattle, WA, USA",115764,153693,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are EduTech Global, looking for a Frontend Developer based in Seattle, WA, USA. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $115,764 and $153,693.",2026-08-01 02:00:00
OGWIP_101255,Machine Learning Engineer,GlobalSystems Inc,"San Francisco, CA, USA",142820,178414,"JavaScript, React, Node.js, MongoDB",USAJOBS,"We are GlobalSystems Inc, looking for a Machine Learning Engineer based in San Francisco, CA, USA. You will work with JavaScript, React, Node.js, MongoDB to build scalable solutions. We offer competitive pay between $142,820 and $178,414.",2026-08-04 08:00:00
OGWIP_101258,Senior Software Engineer,CyberDyne,Remote - APAC,126940,164679,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are CyberDyne, looking for a Senior Software Engineer based in Remote - APAC. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $126,940 and $164,679.",2026-08-03 21:00:00
OGWIP_101265,Cloud Architect,TechNova,"Austin, TX, USA",135686,189873,"Java, Spring Boot, Kafka, PostgreSQL",USAJOBS,"We are TechNova, looking for a Cloud Architect based in Austin, TX, USA. You will work with Java, Spring Boot, Kafka, PostgreSQL to build scalable solutions. We offer competitive pay between $135,686 and $189,873.",2026-08-04 20:00:00
OGWIP_101268,Backend Developer,CyberDyne,"Sydney, Australia",86279,122398,"C++, CUDA, Computer Vision",USAJOBS,"We are CyberDyne, looking for a Backend Developer based in Sydney, Australia. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $86,279 and $122,398.",2026-08-03 20:00:00
OGWIP_101272,AI Researcher,FinTech Innovations,Singapore,113492,164344,"Python, Airflow, Snowflake, dbt",USAJOBS,"We are FinTech Innovations, looking for a AI Researcher based in Singapore. You will work with Python, Airflow, Snowflake, dbt to build scalable solutions. We offer competitive pay between $113,492 and $164,344.",2026-08-02 07:00:00
OGWIP_101273,Data Engineer,GlobalSystems Inc,"Paris, France",113316,155566,"Python, Pandas, Scikit-Learn, AWS",USAJOBS,"We are GlobalSystems Inc, looking for a Data Engineer based in Paris, France. You will work with Python, Pandas, Scikit-Learn, AWS to build scalable solutions. We offer competitive pay between $113,316 and $155,566.",2026-08-03 00:00:00
OGWIP_101278,Senior Data Scientist,EduTech Global,"Berlin, Germany",123762,172550,"Python, SQL, TensorFlow, PyTorch",USAJOBS,"We are EduTech Global, looking for a Senior Data Scientist based in Berlin, Germany. You will work with Python, SQL, TensorFlow, PyTorch to build scalable solutions. We offer competitive pay between $123,762 and $172,550.",2026-08-03 10:00:00
OGWIP_101280,Site Reliability Engineer,CyberDyne,Remote - Global,80357,101395,"C++, CUDA, Computer Vision",USAJOBS,"We are CyberDyne, looking for a Site Reliability Engineer based in Remote - Global. You will work with C++, CUDA, Computer Vision to build scalable solutions. We offer competitive pay between $80,357 and $101,395.",2026-08-01 23:00:00
